"pic","word","condition","rt","accuracy","participant"
"ship","drum","unrelated_cat",705.4195,1,9
"flute","whistle","category",894.9887,1,9
"harp","drug","mediated",1594.3991,0,10
"truck","card","mediated",789.229,1,10
"knife","fork","category",671.4966,1,10
"plane","hat","unrelated_cat",682.4717,1,10
"flute","whiskey","mediated",832.1315,1,10
"table","coal","unrelated_med",522.8345,1,10
"drum","mouse","unrelated_med",597.6644,1,10
"truck","mouth","unrelated_cat",615.6236,1,10
"drill","horse","unrelated_cat",569.7279,1,10
"tie","sock","category",639.5692,1,10
"lemon","pearl","mediated",614.6259,1,10
"table","chair","category",492.9025,1,10
"sheep","pig","category",561.746,1,10
"drill","sheet","unrelated_med",451.9955,1,10
"fork","knight","mediated",675.4875,1,10
"pig","mound","unrelated_med",626.5986,1,10
"harp","lemon","unrelated_cat",424.059,1,10
"flute","sock","unrelated_cat",671.4966,1,10
"truck","chain","unrelated_med",622.6077,1,10
"beans","hamper","unrelated_med",646.5533,1,10
"pig","sheet","mediated",554.7619,1,10
"sock","whiskey","unrelated_med",513.8549,1,10
"leg","lemming","unrelated_med",732.3583,1,10
"horse","ship","unrelated_cat",782.2449,1,10
"mouth","beach","unrelated_med",570.7256,1,10
"beans","carriage","mediated",571.7234,1,10
"whistle","carrot","unrelated_cat",697.4376,1,10
"carrot","beans","category",641.5646,1,10
"fork","coat","unrelated_cat",667.5057,1,10
"camel","house","mediated",722.381,1,10
"mouth","hand","category",478.9342,1,10
"couch","lake","unrelated_cat",648.5488,1,10
"whistle","mood","unrelated_med",651.542,1,10
"carrot","beach","mediated",582.6984,1,10
"moon","table","unrelated_cat",655.5329,1,10
"coat","ham","mediated",648.5488,1,10
"lemon","whistle","unrelated_cat",586.6893,1,10
"couch","bell","mediated",626.5986,1,10
"flute","whistle","category",652.5397,1,10
"hat","coat","category",572.7211,1,10
"coat","harbour","unrelated_med",654.5351,1,10
"lake","mountain","category",688.458,1,10
"plane","ship","category",657.5283,1,10
"mountain","flute","unrelated_cat",714.3991,1,10
"knife","camel","unrelated_cat",565.737,1,10
"horse","camel","category",742.3356,1,10
"beans","ear","unrelated_cat",728.3673,1,10
"carrot","leg","unrelated_cat",723.3787,1,10
"star","moon","category",560.7483,1,10
"coat","fork","unrelated_cat",592.6757,1,10
"mouth","tie","unrelated_cat",556.7574,1,10
"couch","bed","category",615.6236,1,10
"plane","shin","mediated",629.5918,1,10
"bed","mountain","unrelated_cat",637.5737,1,10
"hat","coal","mediated",585.6916,1,10
"moon","star","category",547.7778,1,10
"ship","drum","unrelated_cat",609.6372,1,10
"hammer","drip","mediated",821.1565,1,10
"chair","table","category",751.3152,0,10
"harp","drum","category",667.5057,1,10
"bed","count","mediated",694.4444,1,10
"sock","tide","mediated",636.576,1,10
"hammer","pill","unrelated_med",506.8707,1,10
"sheep","hanger","unrelated_med",595.6689,1,10
"ear","legend","mediated",768.2766,1,10
"lake","chair","unrelated_cat",640.5669,1,10
"hand","mouth","category",514.8526,1,10
"knife","camera","unrelated_med",625.6009,1,10
"carrot","drip","unrelated_med",638.5714,1,10
"pig","sheep","category",703.424,1,10
"car","tablet","unrelated_med",685.4649,1,10
"harp","lace","unrelated_med",1111.4966,1,10
"knife","fort","mediated",802.1995,1,10
"leg","ear","category",628.5941,1,10
"whistle","flute","category",179.6145,1,10
"mouth","hanger","mediated",517.8458,1,10
"fork","knife","category",650.5442,1,10
"ship","plane","category",576.712,1,10
"lake","mouse","mediated",489.9093,1,10
"sheep","pill","mediated",602.6531,1,10
"chair","ham","unrelated_med",1459.7052,1,10
"bed","soap","unrelated_med",625.6009,1,10
"car","truffle","mediated",674.4898,1,10
"hand","carriage","unrelated_med",554.7619,1,10
"camel","horse","category",714.3991,1,10
"lemon","pear","category",644.5578,1,10
"flute","stalk","unrelated_med",665.5102,1,10
"car","hand","unrelated_cat",530.8163,1,10
"leg","earth","mediated",577.7098,1,10
"ship","bell","unrelated_med",652.5397,1,10
"chair","moon","unrelated_cat",766.2812,1,10
"hat","drill","unrelated_cat",551.7687,1,10
"drill","hammer","category",760.2948,1,10
"camel","plane","unrelated_cat",631.5873,1,10
"tie","hammer","unrelated_cat",804.195,1,10
"hammer","drill","category",615.6236,1,10
"mountain","lace","mediated",794.2177,1,10
"hand","sheep","unrelated_cat",608.6395,1,10
"ear","leg","category",636.576,1,10
"moon","plant","unrelated_med",597.6644,1,10
"tie","soap","mediated",627.5964,1,10
"mountain","lake","category",648.5488,1,10
"pear","lemon","category",679.4785,1,10
"sock","knife","unrelated_cat",596.6667,1,10
"moon","stalk","mediated",484.9206,1,10
"star","bed","unrelated_cat",514.8526,1,10
"drill","hamper","mediated",606.644,1,10
"pear","lemming","mediated",845.102,1,10
"ear","couch","unrelated_cat",587.6871,1,10
"bed","couch","category",730.3628,1,10
"fork","house","unrelated_med",635.5782,1,10
"star","mood","mediated",535.805,1,10
"pear","fort","unrelated_med",624.6032,1,10
"drum","harp","category",825.1474,1,10
"sheep","car","unrelated_cat",694.4444,1,10
"plane","count","unrelated_med",803.1973,1,10
"horse","camera","mediated",696.4399,1,10
"pear","harp","unrelated_cat",500.8844,1,10
"drum","pear","unrelated_cat",625.6009,1,10
"car","truck","category",711.4059,1,10
"lake","card","unrelated_med",606.644,1,10
"couch","tide","unrelated_med",919.932,1,10
"table","star","unrelated_cat",555.7596,1,10
"beans","carrot","category",621.61,1,10
"pig","truck","unrelated_cat",620.6122,1,10
"lemon","knight","unrelated_med",483.9229,1,10
"drum","harbour","mediated",640.5669,1,10
"tie","fluid","unrelated_med",651.542,1,10
"whistle","fluid","mediated",828.1406,1,10
"star","truffle","unrelated_med",865.0567,1,10
"hat","drug","unrelated_med",551.7687,1,10
"sock","tie","category",578.7075,1,10
"hammer","pig","unrelated_cat",566.7347,1,10
"ship","plant","mediated",550.771,1,10
"horse","earth","unrelated_med",801.2018,1,10
"truck","car","category",1015.7143,1,10
"chair","tablet","mediated",883.0159,1,10
"table","chain","mediated",538.7982,1,10
"leg","beans","unrelated_cat",581.7007,1,10
"camel","legend","unrelated_med",594.6712,1,10
"hand","mound","mediated",578.7075,1,10
"coat","hat","category",751.3152,1,10
"mountain","shin","unrelated_med",627.5964,1,10
"ear","pearl","unrelated_med",605.6463,1,10
"table","chair","category",1642.2902,0,11
"whistle","mood","unrelated_med",1919.6599,0,11
"coat","harbour","unrelated_med",765.2834,1,11
"fork","knight","mediated",463.9683,1,11
"carrot","drip","unrelated_med",656.5306,1,11
"bed","couch","category",672.4943,1,11
"truck","car","category",530.8163,0,11
"lake","card","unrelated_med",708.4127,1,11
"hat","coat","category",458.9796,1,11
"carrot","beans","category",416.0771,1,11
"bed","mountain","unrelated_cat",646.5533,1,11
"lemon","pearl","mediated",500.8844,1,11
"hammer","drill","category",501.8821,0,11
"pig","mound","unrelated_med",609.6372,1,11
"mouth","tie","unrelated_cat",466.9615,1,11
"truck","card","mediated",694.4444,1,11
"sheep","car","unrelated_cat",505.873,1,11
"hat","drug","unrelated_med",520.839,1,11
"knife","fork","category",907.9592,1,11
"camel","legend","unrelated_med",591.678,1,11
"drum","pear","unrelated_cat",587.6871,1,11
"pear","lemon","category",493.9002,1,11
"hat","coal","mediated",416.0771,1,11
"drill","hammer","category",460.9751,1,11
"truck","mouth","unrelated_cat",659.5238,1,11
"moon","table","unrelated_cat",573.7188,1,11
"tie","soap","mediated",489.9093,1,11
"sock","tie","category",451.9955,1,11
"harp","lace","unrelated_med",501.8821,1,11
"drum","harp","category",512.8571,1,11
"ear","pearl","unrelated_med",507.8685,1,11
"tie","hammer","unrelated_cat",550.771,1,11
"pear","lemming","mediated",487.9138,1,11
"hammer","pig","unrelated_cat",729.3651,1,11
"mouth","hand","category",469.9546,1,11
"plane","count","unrelated_med",600.6576,1,11
"table","star","unrelated_cat",905.9637,1,11
"ship","plane","category",581.7007,1,11
"beans","carrot","category",654.5351,1,11
"coat","ham","mediated",597.6644,1,11
"plane","hat","unrelated_cat",541.7914,1,11
"bed","soap","unrelated_med",586.6893,1,11
"ship","drum","unrelated_cat",491.9048,1,11
"horse","ship","unrelated_cat",557.7551,1,11
"couch","bell","mediated",515.8503,1,11
"hand","carriage","unrelated_med",399.1156,1,11
"knife","camel","unrelated_cat",564.7392,1,11
"chair","ham","unrelated_med",473.9456,1,11
"pig","sheet","mediated",740.3401,1,11
"couch","bed","category",955.8503,0,11
"flute","whiskey","mediated",411.0884,1,11
"moon","stalk","mediated",640.5669,1,11
"lake","chair","unrelated_cat",622.6077,1,11
"chair","moon","unrelated_cat",698.4354,1,11
"knife","camera","unrelated_med",537.8005,1,11
"drill","hamper","mediated",509.8639,1,11
"moon","star","category",507.8685,1,11
"fork","coat","unrelated_cat",582.6984,0,11
"chair","table","category",737.3469,1,11
"lemon","whistle","unrelated_cat",499.8866,1,11
"drill","horse","unrelated_cat",518.8435,1,11
"hammer","drip","mediated",835.1247,1,11
"star","moon","category",639.5692,1,11
"chair","tablet","mediated",596.6667,1,11
"mountain","lake","category",882.0181,1,11
"sock","knife","unrelated_cat",890.9977,1,11
"harp","lemon","unrelated_cat",591.678,1,11
"star","mood","mediated",525.8277,1,11
"mouth","hanger","mediated",561.746,1,11
"pig","sheep","category",698.4354,1,11
"camel","horse","category",630.5896,1,11
"whistle","carrot","unrelated_cat",605.6463,1,11
"coat","fork","unrelated_cat",787.2336,1,11
"knife","fort","mediated",389.1383,1,11
"car","truffle","mediated",550.771,1,11
"tie","fluid","unrelated_med",506.8707,1,11
"couch","tide","unrelated_med",768.2766,1,11
"plane","shin","mediated",593.6735,1,11
"leg","lemming","unrelated_med",695.4422,1,11
"moon","plant","unrelated_med",469.9546,1,11
"lake","mountain","category",945.873,1,11
"car","hand","unrelated_cat",573.7188,1,11
"sock","tide","mediated",538.7982,1,11
"whistle","fluid","mediated",687.4603,1,11
"leg","ear","category",603.6508,1,11
"sheep","pig","category",664.5125,1,11
"hand","mound","mediated",354.2177,1,11
"sock","whiskey","unrelated_med",614.6259,1,11
"plane","ship","category",839.1156,1,11
"hammer","pill","unrelated_med",827.1429,1,11
"ear","leg","category",495.8957,1,11
"mountain","lace","mediated",553.7642,1,11
"bed","count","mediated",750.3175,1,11
"pear","harp","unrelated_cat",568.7302,1,11
"horse","earth","unrelated_med",794.2177,1,11
"couch","lake","unrelated_cat",643.5601,1,11
"lemon","knight","unrelated_med",416.0771,1,11
"truck","chain","unrelated_med",651.542,1,11
"beans","ear","unrelated_cat",565.737,1,11
"fork","house","unrelated_med",529.8186,1,11
"ship","bell","unrelated_med",508.8662,1,11
"pig","truck","unrelated_cat",729.3651,1,11
"car","tablet","unrelated_med",562.7438,1,11
"drill","sheet","unrelated_med",586.6893,1,11
"camel","house","mediated",350.2268,1,11
"pear","fort","unrelated_med",193.5828,1,11
"drum","mouse","unrelated_med",1032.6757,1,11
"car","truck","category",553.7642,1,11
"table","coal","unrelated_med",NA,1,11
"carrot","leg","unrelated_cat",438.0272,0,11
"sheep","pill","mediated",473.9456,1,11
"harp","drug","mediated",530.8163,1,11
"ear","couch","unrelated_cat",530.8163,1,11
"leg","earth","mediated",398.1179,1,11
"flute","whistle","category",792.2222,1,11
"sheep","hanger","unrelated_med",510.8617,1,11
"carrot","beach","mediated",519.8413,1,11
"beans","carriage","mediated",572.7211,1,11
"harp","drum","category",511.8594,1,11
"flute","sock","unrelated_cat",717.3923,1,11
"ear","legend","mediated",505.873,1,11
"drum","harbour","mediated",897.9819,1,11
"beans","hamper","unrelated_med",532.8118,1,11
"ship","plant","mediated",558.7528,1,11
"flute","stalk","unrelated_med",686.4626,1,11
"star","bed","unrelated_cat",669.5011,1,11
"hand","mouth","category",416.0771,1,11
"mountain","flute","unrelated_cat",546.78,1,11
"coat","hat","category",530.8163,1,11
"table","chain","mediated",240.4762,1,11
"whistle","flute","category",535.805,1,11
"hand","sheep","unrelated_cat",323.288,1,11
"mountain","shin","unrelated_med",557.7551,1,11
"lemon","pear","category",342.2449,0,11
"hat","drill","unrelated_cat",550.771,1,11
"leg","beans","unrelated_cat",525.8277,1,11
"horse","camera","mediated",550.771,1,11
"star","truffle","unrelated_med",562.7438,1,11
"fork","knife","category",479.932,0,11
"mouth","beach","unrelated_med",578.7075,1,11
"camel","plane","unrelated_cat",571.7234,1,11
"tie","sock","category",588.6848,1,11
"horse","camel","category",1165.3741,1,11
"lake","mouse","mediated",888.0045,1,11
"hand","sheep","unrelated_cat",902.9705,0,12
"whistle","fluid","mediated",563.7415,1,12
"hammer","drill","category",755.3061,1,12
"sock","whiskey","unrelated_med",426.0544,1,12
"mountain","lace","mediated",592.6757,1,12
"leg","ear","category",577.7098,1,12
"plane","hat","unrelated_cat",548.7755,1,12
"lemon","pearl","mediated",473.9456,1,12
"bed","mountain","unrelated_cat",593.6735,1,12
"flute","whiskey","mediated",616.6213,1,12
"moon","stalk","mediated",602.6531,1,12
"coat","fork","unrelated_cat",595.6689,1,12
"ear","legend","mediated",521.8367,1,12
"leg","earth","mediated",575.7143,1,12
"car","hand","unrelated_cat",596.6667,1,12
"drill","hammer","category",519.8413,1,12
"horse","ship","unrelated_cat",507.8685,0,12
"drum","harp","category",542.7891,1,12
"star","bed","unrelated_cat",587.6871,1,12
"ear","leg","category",485.9184,1,12
"whistle","mood","unrelated_med",506.8707,1,12
"sock","tide","mediated",450.9977,1,12
"table","star","unrelated_cat",484.9206,1,12
"chair","moon","unrelated_cat",804.195,1,12
"hat","coat","category",459.9773,1,12
"ship","plant","mediated",551.7687,1,12
"moon","plant","unrelated_med",519.8413,1,12
"harp","drum","category",530.8163,1,12
"camel","legend","unrelated_med",603.6508,1,12
"pear","lemon","category",618.6168,0,12
"tie","soap","mediated",674.4898,1,12
"pig","mound","unrelated_med",707.415,1,12
"drill","sheet","unrelated_med",540.7937,1,12
"camel","plane","unrelated_cat",575.7143,1,12
"horse","camel","category",618.6168,1,12
"tie","sock","category",546.78,1,12
"ship","drum","unrelated_cat",496.8934,1,12
"truck","car","category",608.6395,1,12
"hammer","drip","mediated",672.4943,1,12
"whistle","carrot","unrelated_cat",535.805,1,12
"fork","knight","mediated",501.8821,1,12
"knife","camel","unrelated_cat",574.7166,1,12
"lake","mouse","mediated",685.4649,1,12
"coat","hat","category",577.7098,1,12
"moon","table","unrelated_cat",499.8866,1,12
"fork","coat","unrelated_cat",468.9569,1,12
"hat","drug","unrelated_med",507.8685,1,12
"lake","card","unrelated_med",572.7211,1,12
"table","chain","mediated",562.7438,1,12
"knife","fort","mediated",562.7438,1,12
"truck","chain","unrelated_med",528.8209,1,12
"hand","mound","mediated",600.6576,1,12
"tie","fluid","unrelated_med",540.7937,1,12
"coat","harbour","unrelated_med",594.6712,1,12
"table","chair","category",560.7483,1,12
"pig","sheep","category",633.5828,1,12
"drum","pear","unrelated_cat",646.5533,1,12
"bed","couch","category",636.576,1,12
"hammer","pill","unrelated_med",685.4649,1,12
"mouth","tie","unrelated_cat",697.4376,1,12
"pear","lemming","mediated",580.7029,1,12
"lake","chair","unrelated_cat",587.6871,1,12
"flute","stalk","unrelated_med",578.7075,1,12
"hammer","pig","unrelated_cat",533.8095,1,12
"mouth","hand","category",508.8662,1,12
"pear","harp","unrelated_cat",521.8367,1,12
"leg","beans","unrelated_cat",643.5601,1,12
"moon","star","category",555.7596,1,12
"couch","lake","unrelated_cat",641.5646,1,12
"hat","drill","unrelated_cat",525.8277,1,12
"pear","fort","unrelated_med",478.9342,1,12
"drill","horse","unrelated_cat",553.7642,1,12
"harp","lemon","unrelated_cat",611.6327,1,12
"pig","sheet","mediated",547.7778,1,12
"ship","plane","category",510.8617,1,12
"plane","count","unrelated_med",586.6893,1,12
"drill","hamper","mediated",611.6327,1,12
"sheep","hanger","unrelated_med",453.9909,1,12
"truck","mouth","unrelated_cat",641.5646,1,12
"lemon","knight","unrelated_med",716.3946,1,12
"camel","house","mediated",639.5692,1,12
"ship","bell","unrelated_med",444.0136,1,12
"flute","whistle","category",469.9546,1,12
"mouth","beach","unrelated_med",563.7415,1,12
"harp","lace","unrelated_med",571.7234,1,12
"sock","knife","unrelated_cat",546.78,1,12
"hand","carriage","unrelated_med",568.7302,1,12
"mountain","shin","unrelated_med",572.7211,1,12
"hat","coal","mediated",527.8231,1,12
"whistle","flute","category",645.5556,1,12
"lake","mountain","category",615.6236,1,12
"star","mood","mediated",659.5238,1,12
"chair","table","category",776.2585,1,12
"beans","carriage","mediated",614.6259,1,12
"sheep","pig","category",414.0816,1,12
"car","tablet","unrelated_med",528.8209,1,12
"drum","mouse","unrelated_med",532.8118,1,12
"camel","horse","category",547.7778,1,12
"beans","ear","unrelated_cat",505.873,1,12
"coat","ham","mediated",557.7551,1,12
"horse","earth","unrelated_med",666.5079,1,12
"chair","tablet","mediated",842.1088,1,12
"knife","fork","category",572.7211,1,12
"couch","bed","category",558.7528,1,12
"pig","truck","unrelated_cat",627.5964,1,12
"car","truffle","mediated",500.8844,1,12
"fork","knife","category",533.8095,1,12
"bed","count","mediated",627.5964,1,12
"horse","camera","mediated",536.8027,1,12
"beans","carrot","category",536.8027,1,12
"carrot","leg","unrelated_cat",573.7188,1,12
"plane","ship","category",614.6259,1,12
"lemon","pear","category",538.7982,1,12
"couch","tide","unrelated_med",547.7778,1,12
"beans","hamper","unrelated_med",541.7914,1,12
"carrot","beans","category",521.8367,1,12
"hand","mouth","category",542.7891,1,12
"star","truffle","unrelated_med",596.6667,1,12
"mountain","lake","category",570.7256,1,12
"sock","tie","category",507.8685,1,12
"carrot","beach","mediated",472.9478,1,12
"fork","house","unrelated_med",557.7551,1,12
"couch","bell","mediated",670.4989,1,12
"star","moon","category",606.644,1,12
"lemon","whistle","unrelated_cat",585.6916,1,12
"tie","hammer","unrelated_cat",568.7302,1,12
"chair","ham","unrelated_med",675.4875,1,12
"bed","soap","unrelated_med",662.517,1,12
"truck","card","mediated",495.8957,1,12
"ear","pearl","unrelated_med",680.4762,1,12
"sheep","car","unrelated_cat",462.9705,1,12
"drum","harbour","mediated",534.8073,1,12
"leg","lemming","unrelated_med",561.746,1,12
"carrot","drip","unrelated_med",482.9252,1,12
"ear","couch","unrelated_cat",527.8231,1,12
"table","coal","unrelated_med",498.8889,1,12
"knife","camera","unrelated_med",504.8753,1,12
"mouth","hanger","mediated",576.712,1,12
"plane","shin","mediated",627.5964,1,12
"flute","sock","unrelated_cat",539.7959,1,12
"sheep","pill","mediated",450.9977,1,12
"car","truck","category",481.9274,1,12
"harp","drug","mediated",570.7256,1,12
"mountain","flute","unrelated_cat",541.7914,1,12
"sheep","hanger","unrelated_med",1227.2336,0,13
"plane","hat","unrelated_cat",623.6054,1,13
"leg","beans","unrelated_cat",651.542,1,13
"pear","lemming","mediated",564.7392,1,13
"camel","plane","unrelated_cat",746.3265,1,13
"ship","plant","mediated",479.932,1,13
"carrot","drip","unrelated_med",521.8367,1,13
"plane","ship","category",526.8254,1,13
"couch","bell","mediated",917.9365,1,13
"truck","car","category",537.8005,1,13
"pig","truck","unrelated_cat",637.5737,1,13
"ear","pearl","unrelated_med",542.7891,1,13
"car","hand","unrelated_cat",556.7574,1,13
"sock","knife","unrelated_cat",513.8549,1,13
"lake","card","unrelated_med",663.5147,1,13
"camel","horse","category",487.9138,1,13
"bed","mountain","unrelated_cat",898.9796,1,13
"flute","whistle","category",605.6463,1,13
"sock","tide","mediated",447.0068,1,13
"harp","drug","mediated",594.6712,1,13
"knife","camel","unrelated_cat",449.0023,1,13
"ship","plane","category",498.8889,1,13
"chair","tablet","mediated",620.6122,1,13
"whistle","flute","category",590.6803,1,13
"sheep","pill","mediated",509.8639,1,13
"coat","ham","mediated",570.7256,1,13
"lemon","pear","category",538.7982,1,13
"drum","mouse","unrelated_med",519.8413,1,13
"tie","hammer","unrelated_cat",554.7619,1,13
"hammer","pig","unrelated_cat",648.5488,1,13
"carrot","beach","mediated",468.9569,1,13
"horse","camera","mediated",613.6281,1,13
"mountain","lake","category",572.7211,1,13
"fork","knight","mediated",502.8798,1,13
"moon","plant","unrelated_med",646.5533,1,13
"tie","soap","mediated",605.6463,1,13
"drill","horse","unrelated_cat",586.6893,1,13
"couch","bed","category",692.449,1,13
"table","chain","mediated",1050.6349,1,13
"car","truck","category",603.6508,1,13
"hat","drug","unrelated_med",485.9184,1,13
"coat","hat","category",572.7211,1,13
"tie","sock","category",552.7664,1,13
"bed","count","mediated",689.4558,1,13
"moon","star","category",552.7664,1,13
"lake","mouse","mediated",681.4739,1,13
"drum","harp","category",644.5578,1,13
"beans","carrot","category",933.9002,1,13
"chair","moon","unrelated_cat",874.0363,1,13
"ear","legend","mediated",652.5397,1,13
"carrot","leg","unrelated_cat",459.9773,1,13
"table","chair","category",1115.4875,1,13
"drum","harbour","mediated",680.4762,1,13
"star","truffle","unrelated_med",655.5329,1,13
"chair","table","category",701.4286,1,13
"mouth","beach","unrelated_med",815.1701,1,13
"carrot","beans","category",472.9478,1,13
"sock","tie","category",480.9297,1,13
"camel","legend","unrelated_med",565.737,1,13
"drill","sheet","unrelated_med",526.8254,1,13
"ear","couch","unrelated_cat",550.771,1,13
"flute","whiskey","mediated",595.6689,1,13
"beans","hamper","unrelated_med",618.6168,1,13
"lemon","whistle","unrelated_cat",552.7664,1,13
"pig","mound","unrelated_med",721.3832,1,13
"drum","pear","unrelated_cat",519.8413,1,13
"flute","stalk","unrelated_med",463.9683,1,13
"beans","ear","unrelated_cat",609.6372,1,13
"star","mood","mediated",584.6939,1,13
"knife","camera","unrelated_med",232.4943,1,13
"fork","coat","unrelated_cat",525.8277,1,13
"bed","soap","unrelated_med",675.4875,1,13
"horse","camel","category",NA,0,13
"mountain","flute","unrelated_cat",622.6077,1,13
"hand","sheep","unrelated_cat",510.8617,1,13
"fork","knife","category",446.0091,1,13
"hat","drill","unrelated_cat",465.9637,1,13
"pear","harp","unrelated_cat",567.7324,1,13
"whistle","fluid","mediated",NA,1,13
"mountain","shin","unrelated_med",557.7551,1,13
"hand","mouth","category",496.8934,1,13
"moon","table","unrelated_cat",583.6961,1,13
"drill","hammer","category",545.7823,1,13
"chair","ham","unrelated_med",629.5918,1,13
"ship","drum","unrelated_cat",515.8503,1,13
"couch","lake","unrelated_cat",596.6667,1,13
"sock","whiskey","unrelated_med",492.9025,1,13
"coat","harbour","unrelated_med",623.6054,1,13
"leg","ear","category",573.7188,1,13
"ship","bell","unrelated_med",475.941,1,13
"couch","tide","unrelated_med",625.6009,1,13
"plane","shin","mediated",551.7687,1,13
"truck","mouth","unrelated_cat",552.7664,1,13
"moon","stalk","mediated",515.8503,1,13
"pear","fort","unrelated_med",550.771,1,13
"harp","lemon","unrelated_cat",578.7075,1,13
"sheep","car","unrelated_cat",529.8186,1,13
"hand","mound","mediated",523.8322,1,13
"star","moon","category",648.5488,1,13
"pear","lemon","category",533.8095,1,13
"drill","hamper","mediated",555.7596,1,13
"lemon","pearl","mediated",528.8209,1,13
"car","tablet","unrelated_med",584.6939,1,13
"leg","lemming","unrelated_med",604.6485,1,13
"camel","house","mediated",607.6417,1,13
"hat","coal","mediated",530.8163,1,13
"coat","fork","unrelated_cat",521.8367,1,13
"knife","fort","mediated",581.7007,1,13
"car","truffle","mediated",534.8073,1,13
"flute","sock","unrelated_cat",657.5283,1,13
"table","star","unrelated_cat",723.3787,1,13
"lemon","knight","unrelated_med",518.8435,1,13
"bed","couch","category",816.1678,1,13
"leg","earth","mediated",560.7483,1,13
"harp","lace","unrelated_med",560.7483,1,13
"mouth","tie","unrelated_cat",540.7937,1,13
"knife","fork","category",545.7823,1,13
"mountain","lace","mediated",583.6961,1,13
"pig","sheet","mediated",662.517,1,13
"whistle","carrot","unrelated_cat",634.5805,1,13
"mouth","hanger","mediated",547.7778,1,13
"star","bed","unrelated_cat",470.9524,1,13
"table","coal","unrelated_med",705.4195,1,13
"lake","mountain","category",766.2812,1,13
"truck","card","mediated",516.8481,1,13
"mouth","hand","category",543.7868,1,13
"hand","carriage","unrelated_med",497.8912,1,13
"tie","fluid","unrelated_med",491.9048,1,13
"beans","carriage","mediated",614.6259,1,13
"plane","count","unrelated_med",557.7551,1,13
"horse","earth","unrelated_med",826.1451,1,13
"pig","sheep","category",688.458,1,13
"hammer","drill","category",671.4966,1,13
"fork","house","unrelated_med",499.8866,1,13
"sheep","pig","category",471.9501,1,13
"hat","coat","category",559.7506,1,13
"truck","chain","unrelated_med",540.7937,1,13
"hammer","pill","unrelated_med",527.8231,1,13
"ear","leg","category",540.7937,1,13
"harp","drum","category",597.6644,1,13
"whistle","mood","unrelated_med",555.7596,1,13
"horse","ship","unrelated_cat",844.1043,1,13
"lake","chair","unrelated_cat",616.6213,1,13
"hammer","drip","mediated",608.6395,1,13
"carrot","drip","unrelated_med",1505.6009,0,14
"star","moon","category",851.0884,1,14
"horse","earth","unrelated_med",608.6395,1,14
"truck","mouth","unrelated_cat",450,1,14
"chair","table","category",736.3492,1,14
"ship","plant","mediated",494.898,1,14
"camel","legend","unrelated_med",653.5374,1,14
"horse","camel","category",577.7098,1,14
"tie","fluid","unrelated_med",502.8798,1,14
"knife","fort","mediated",558.7528,1,14
"drill","horse","unrelated_cat",550.771,1,14
"camel","house","mediated",675.4875,1,14
"lemon","whistle","unrelated_cat",487.9138,1,14
"chair","ham","unrelated_med",497.8912,1,14
"truck","car","category",667.5057,1,14
"drill","hamper","mediated",511.8594,1,14
"sheep","pill","mediated",609.6372,1,14
"hat","drill","unrelated_cat",626.5986,1,14
"whistle","carrot","unrelated_cat",543.7868,1,14
"truck","card","mediated",469.9546,1,14
"knife","camera","unrelated_med",461.9728,1,14
"table","chair","category",843.1066,1,14
"leg","earth","mediated",698.4354,1,14
"car","truck","category",771.2698,1,14
"bed","mountain","unrelated_cat",727.3696,1,14
"coat","hat","category",643.5601,1,14
"lemon","knight","unrelated_med",545.7823,1,14
"drill","sheet","unrelated_med",542.7891,1,14
"sheep","car","unrelated_cat",625.6009,1,14
"drum","harbour","mediated",625.6009,1,14
"fork","house","unrelated_med",736.3492,1,14
"mouth","beach","unrelated_med",521.8367,1,14
"table","chain","mediated",668.5034,1,14
"mountain","shin","unrelated_med",541.7914,1,14
"couch","tide","unrelated_med",918.9342,1,14
"plane","shin","mediated",658.5261,1,14
"harp","lace","unrelated_med",563.7415,1,14
"leg","lemming","unrelated_med",561.746,1,14
"sock","knife","unrelated_cat",777.2562,1,14
"carrot","beans","category",499.8866,1,14
"lake","card","unrelated_med",890.9977,1,14
"harp","lemon","unrelated_cat",509.8639,1,14
"coat","fork","unrelated_cat",534.8073,1,14
"sock","tide","mediated",414.0816,1,14
"table","star","unrelated_cat",682.4717,1,14
"ship","plane","category",608.6395,1,14
"knife","fork","category",774.263,1,14
"pig","mound","unrelated_med",954.8526,1,14
"car","truffle","mediated",518.8435,1,14
"mountain","lake","category",570.7256,1,14
"pear","fort","unrelated_med",551.7687,1,14
"fork","knight","mediated",488.9116,1,14
"hammer","pill","unrelated_med",755.3061,1,14
"flute","whistle","category",613.6281,1,14
"mountain","flute","unrelated_cat",510.8617,1,14
"ear","pearl","unrelated_med",564.7392,1,14
"whistle","fluid","mediated",472.9478,1,14
"hat","drug","unrelated_med",513.8549,1,14
"pig","sheet","mediated",686.4626,1,14
"star","mood","mediated",691.4512,1,14
"lemon","pear","category",502.8798,1,14
"carrot","leg","unrelated_cat",556.7574,1,14
"bed","couch","category",744.3311,1,14
"pig","sheep","category",670.4989,1,14
"flute","sock","unrelated_cat",543.7868,1,14
"car","tablet","unrelated_med",494.898,1,14
"star","bed","unrelated_cat",431.0431,1,14
"moon","stalk","mediated",651.542,1,14
"pig","truck","unrelated_cat",639.5692,1,14
"lemon","pearl","mediated",547.7778,1,14
"pear","harp","unrelated_cat",525.8277,1,14
"sheep","hanger","unrelated_med",674.4898,1,14
